src,dst
2,10254
2,10357
2,10422
2,10507
2,10610
2,10617
2,10742
2,10930
2,11076
2,11105
2,11142
2,11225
2,11364
2,11431
2,11605
2,11654
2,11813
2,11886
2,11913
2,11970
2,12014
2,12025
2,12027
2,12122
2,12140
2,12258
2,12261
2,12466
2,12506
2,12626
2,12741
2,12797
2,12930
2,12942
2,13136
2,13175
2,13373
2,13424
2,13463
2,13531
2,13581
2,13602
2,13620
2,13675
2,13678
2,13694
2,13842
2,14019
2,14114
2,14141
2,14158
2,14319
2,14477
2,14497
2,14564
2,14583
2,15027
2,15038
2,15050
2,15299
2,15356
2,15362
2,15436
2,15493
2,15498
2,15505
2,15690
2,15945
2,15967
2,15990
2,16023
2,16226
2,16310
2,16444
2,16446
2,16671
2,16788
2,16870
2,16881
2,17038
2,17063
2,17077
2,17297
2,17319
2,17359
2,17558
2,17610
2,17623
2,17656
2,18161
2,18264
2,18332
2,18358
2,18385
2,18457
2,18460
2,18462
2,18586
2,18627
2,18733
2,18896
2,19128
2,19144
2,19187
2,19230
2,19449
2,19681
2,19835
2,19918
2,20020
2,20028
2,20119
2,20222
2,20235
2,20281
2,20513
2,20530
2,20546
2,20662
2,20961
2,21177
2,21259
2,21263
2,21298
2,21417
2,21474
2,21647
2,21732
2,21832
2,22058
2,22060
2,22085
2,22113
2,22233
2,22441
2,22613
2,22959
2,23069
2,23151
2,23186
2,23235
2,23330
2,23336
2,23445
2,23464
2,23785
2,23813
2,23968
2,24051
2,24057
2,24178
2,24312
2,24484
2,24559
2,24560
2,24737
2,24754
2,24913
2,24916
2,24980
2,25030
2,25253
2,25499
2,25600
2,25674
2,25688
2,25942
2,25960
2,26102
2,26107
2,26227
2,26459
2,26483
2,26577
2,26613
2,26647
2,26817
2,26831
2,26980
2,27104
2,27127
2,27196
2,27312
2,27551
2,27585
2,27778
2,27943
2,27973
2,28157
2,28185
2,28550
2,28577
2,28595
2,29006
2,29189
2,29330
2,29487
2,29620
2,29626
2,29703
3,4
3,5
3,6
3,7
3,8
3,14
3,16
3,27
3,31
3,36
3,38
3,43
3,46
3,80
3,86
3,91
3,106
3,113
3,151
3,156
3,157
3,164
3,171
3,183
3,244
3,265
3,270
3,277
3,344
3,645
3,666
3,724
3,726
3,790
3,873
3,930
3,1000
3,1023
3,1058
3,1071
3,1173
3,1244
3,1305
3,1306
3,1465
3,1530
3,1555
3,1685
3,1821
3,1853
3,1888
3,1892
3,1953
3,2056
3,2199
3,2346
3,2442
3,2559
3,2779
3,2825
3,2835
3,2888
3,2898
3,2944
3,3038
3,3154
3,3208
3,3414
3,3463
3,3659
3,3777
3,4097
3,4154
3,4161
3,4166
3,4460
3,4545
3,4722
3,4851
3,4985
3,4993
3,5008
3,5016
3,5397
3,5569
3,5587
3,6050
3,6138
3,6154
3,6195
3,6199
3,6222
3,6242
3,6266
3,6358
3,6581
3,6627
3,6708
3,6877
3,6892
3,6991
3,6993
3,7072
3,7083
3,7256
3,7505
3,7644
3,7737
3,7819
3,7944
3,8468
3,8590
3,8646
3,8725
3,8798
3,9019
3,9024
3,9068
3,9089
3,9100
3,9316
3,9379
3,9426
3,9433
3,9630
3,9692
3,9700
3,9748
3,9825
3,10066
3,10141
3,10244
3,10492
3,10793
3,11001
3,11003
3,11183
3,11331
3,11356
3,11365
3,11557
3,11605
3,11623
3,12051
3,12099
3,12119
3,12206
3,12700
3,12960
3,12988
3,13179
3,13340
3,13387
3,13720
3,13815
3,14439
3,14598
3,14723
3,14843
3,15053
3,15056
3,15177
3,15353
3,15502
3,15563
3,15984
3,16383
3,16612
3,16819
3,17014
3,17214
3,17250
3,18449
3,18476
3,18555
3,18571
3,18674
3,18835
3,18864
3,18965
3,19005
3,19443
3,19842
3,20007
3,20128
3,20440
3,20671
3,21165
3,21613
3,21667
3,21788
3,22228
3,22360
3,22792
3,23194
3,23360
3,23452
3,23538
3,23603
3,23618
3,23669
3,23804
3,23856
3,24304
3,24473
3,24828
3,25004
3,25068
3,25109
3,25452
3,26585
3,26682
3,26904
3,26926
3,27224
3,27676
3,27966
3,28780
3,28976
3,29137
3,29145
3,29220
3,29237
3,29244
3,29622
4,5
4,6
4,11
4,12
4,18
4,25
4,33
4,37
4,39
4,63
4,74
4,79
4,92
4,96
4,105
4,117
4,129
4,243
4,415
4,452
4,475
4,491
4,515
4,651
4,691
4,712
4,721
4,799
4,804
4,856
4,863
4,979
4,995
4,1030
4,1080
4,1090
4,1149
4,1204
4,1275
4,1630
4,1656
4,1764
4,1882
4,1926
4,1970
4,2041
4,2180
4,2301
4,2388
4,2567
4,2648
4,2705
4,2851
4,2958
4,2970
4,3091
4,3140
4,3197
4,3251
4,3275
4,3313
4,3375
4,3654
4,3680
4,3980
4,4050
4,4101
4,4139
4,4153
4,4249
4,4286
4,4319
4,4367
4,4485
4,4584
4,4596
4,4635
4,4655
4,5131
4,5163
4,5404
4,5445
4,5502
4,5513
4,6187
4,6306
4,6466
4,7038
4,7040
4,7252
4,7278
4,7305
4,7712
4,7768
4,7798
4,7975
4,8081
4,8097
4,8193
4,8200
4,8299
4,8361
4,8386
4,8520
4,8548
4,8589
4,8681
4,8788
4,8943
4,8989
4,9466
4,9551
4,9704
4,10023
4,10162
4,10218
4,10283
4,10329
4,10376
4,10488
4,10506
4,10708
4,10847
4,10883
4,11178
4,11185
4,11362
4,11465
4,11995
4,12027
4,12124
4,12656
4,12993
4,13149
4,13167
4,13271
4,13748
4,13796
4,14224
4,14318
4,14340
4,14346
4,14573
4,14671
4,14989
4,15025
4,15574
4,15926
4,16036
4,16207
4,16369
4,16493
4,16674
4,16733
4,16940
4,17100
4,17178
4,17686
4,17768
4,18145
4,18237
4,18395
4,18769
4,18942
4,19155
4,19441
4,19745
4,20068
4,20500
4,20684
4,20811
4,20959
4,22351
4,22384
4,22419
4,23088
4,23306
4,23452
4,23483
4,23650
4,23792
4,24130
4,24220
4,24274
4,24590
4,25310
4,25577
4,27170
4,27397
4,27465
4,27541
4,28111
4,28781
4,28794
4,29469
4,29743
4,29819
4,29901
5,28
5,30
5,33
5,38
5,44
5,46
5,50
5,60
5,64
5,96
5,102
5,103
5,134
5,144
5,153
5,173
5,174
5,180
5,199
5,206
5,229
5,231
5,235
5,237
5,266
5,283
5,287
5,357
5,384
5,432
5,451
5,462
5,479
5,506
5,525
5,530
5,535
5,539
5,550
5,648
5,649
5,686
5,703
5,704
5,708
5,709
5,722
5,729
5,737
5,772
5,776
5,812
5,884
5,924
5,947
5,959
5,996
5,1030
5,1066
5,1107
5,1127
5,1134
5,1160
5,1211
5,1219
5,1242
5,1248
5,1257
5,1260
5,1266
5,1316
5,1361
5,1367
5,1386
5,1391
5,1395
5,1432
5,1463
5,1552
5,1707
5,1777
5,1780
5,1789
5,1790
5,1802
5,1803
5,1854
5,1858
5,1862
5,1918
5,2097
5,2110
5,2135
5,2160
5,2167
5,2367
5,2428
5,2727
5,2754
5,2766
5,2837
5,2910
5,2934
5,2936
5,3062
5,3076
5,3096
5,3167
5,3170
5,3186
5,3238
5,3251
5,3316
5,3327
5,3345
5,3382
5,3391
5,3412
5,3518
5,3606
5,3651
5,3763
5,3802
5,3840
5,3842
5,3862
5,3974
5,4007
5,4056
5,4169
5,4256
5,4492
5,4572
5,4580
5,4631
5,4639
5,4696
5,4786
5,4790
5,5137
5,5146
5,5328
5,5359
5,5396
5,5421
5,5613
5,5713
5,5745
5,5791
5,5862
5,5948
5,5993
5,5997
5,6127
5,6167
5,6264
5,6267
5,6354
5,6396
5,6501
5,6571
5,6584
5,6740
5,6785
5,6886
5,6980
5,7097
5,7135
5,7316
5,7322
5,7327
5,7353
5,7489
5,7491
5,7603
5,7714
5,7896
5,7910
5,8033
5,8086
5,8108
5,8256
5,8513
5,8647
5,8771
5,8816
5,9006
5,9009
5,9017
5,9086
5,9169
5,9191
5,9452
5,9533
5,9563
5,9590
5,9689
5,9725
5,9764
5,9847
5,10080
5,10137
5,10513
5,10659
5,10791
5,10855
5,11035
5,11066
5,11308
5,11335
5,11534
5,11563
5,11647
5,11666
5,11803
5,11828
5,11905
5,12170
5,12175
5,12335
5,12347
5,12406
5,12608
5,12633
5,12719
5,12940
5,13148
5,13330
5,13405
5,13461
5,13497
5,13725
5,14038
5,14119
5,14235
5,14353
5,14405
5,14478
5,14496
5,14658
5,14771
5,14957
5,14979
5,14998
5,15163
5,15256
5,15461
5,15579
5,15825
5,16163
5,16263
5,16460
5,16493
5,16588
5,16645
5,16659
5,16755
5,16848
5,17001
5,17040
5,17080
5,17132
5,17435
5,17436
5,17447
5,17975
5,18266
5,18279
5,18572
5,18617
5,18629
5,18711
5,18785
5,18830
5,18941
5,19060
5,19321
5,19397
5,19469
5,19531
5,19736
5,20660
5,20805
5,20860
5,20884
5,20952
5,21014
5,21057
5,21207
5,21235
5,21292
5,21382
5,21661
5,21762
5,22125
5,22214
5,22341
5,22391
5,22445
5,22538
5,22704
5,22809
5,22846
5,23053
5,23102
5,23320
5,23602
5,23912
5,23988
5,24231
5,24368
5,24424
5,25347
5,25423
5,25432
5,25433
5,25857
5,26207
5,26292
5,26463
5,26467
5,26541
5,26991
5,27449
5,27613
5,27662
5,27754
5,27802
5,28117
5,28163
5,28270
5,28310
5,28312
5,28521
5,28624
5,29925
6,7
6,8
6,9
6,10
6,11
6,14
6,17
6,26
6,38
6,47
6,49
6,50
6,51
6,52
6,57
6,60
6,64
6,65
6,69
6,70
6,85
6,99
6,104
6,108
6,122
6,125
6,127
6,136
6,144
6,146
6,169
6,173
6,177
6,183
6,215
6,238
6,251
6,252
6,269
6,272
6,287
6,297
6,299
6,329
6,379
6,385
6,392
6,442
6,483
6,513
6,523
6,535
6,559
6,606
6,625
6,639
6,666
6,675
6,681
6,712
6,739
6,831
6,838
6,840
6,875
6,886
6,1041
6,1045
6,1052
6,1058
6,1062
6,1097
6,1105
6,1108
6,1114
6,1147
6,1160
6,1196
6,1258
6,1264
6,1272
6,1281
6,1365
6,1464
6,1498
6,1522
6,1535
6,1546
6,1616
6,1682
6,1683
6,1725
6,1729
6,1750
6,1827
6,1834
6,1859
6,1908
6,1952
6,1975
6,1996
6,2049
6,2101
6,2158
6,2177
6,2185
6,2201
6,2205
6,2291
6,2310
6,2367
6,2368
6,2376
6,2421
6,2433
6,2453
6,2527
6,2532
6,2560
6,2586
6,2725
6,2726
6,2762
6,2874
6,2914
6,2996
6,3051
6,3056
6,3142
6,3164
6,3173
6,3195
6,3274
6,3280
6,3293
6,3428
6,3469
6,3518
6,3522
6,3546
6,3562
6,3706
6,3798
6,3916
6,3981
6,4131
6,4133
6,4152
6,4183
6,4203
6,4336
6,4529
6,4678
6,4774
6,4813
6,4910
6,4981
6,4984
6,5128
6,5129
6,5172
6,5193
6,5197
6,5202
6,5210
6,5272
6,5360
6,5408
6,5500
6,5510
6,5561
6,5600
6,5611
6,5626
6,5655
6,5717
6,5748
6,5826
6,5853
6,5992
6,6014
6,6018
6,6198
6,6219
6,6225
6,6284
6,6305
6,6328
6,6404
6,6507
6,6537
6,6706
6,6717
6,6819
6,6854
6,6974
6,6992
6,6995
6,7099
6,7193
6,7257
6,7292
6,7371
6,7399
6,7478
6,7483
6,7547
6,7577
6,7611
6,7641
6,7659
6,7711
6,7712
6,7745
6,7848
6,7892
6,7921
6,8035
6,8130
6,8280
6,8301
6,8310
6,8336
6,8426
6,8430
6,8523
6,8524
6,8535
6,9082
6,9104
6,9132
6,9134
6,9150
6,9386
6,9484
6,9548
6,9562
6,9609
6,9611
6,9753
6,9819
6,10094
6,10180
6,10286
6,10357
6,10420
6,10552
6,10612
6,10647
6,10698
6,10727
6,11143
6,11147
6,11316
6,11430
6,11473
6,11478
6,11534
6,11729
6,11782
6,11809
6,11812
6,11831
6,12009
6,12117
6,12308
6,12383
6,12430
6,12556
6,12630
6,12635
6,12668
6,12682
6,12853
6,13296
6,13318
6,13404
6,13461
6,13831
6,14027
6,14278
6,14312
6,14370
6,14484
6,14642
6,14667
6,14670
6,14698
6,14937
6,14940
6,14990
6,15083
6,15229
6,15269
6,15386
6,15776
6,15810
6,15956
6,16012
6,16018
6,16367
6,16487
6,16564
6,16753
6,17016
6,17073
6,17197
6,17293
6,17381
6,17529
6,17548
6,17750
6,17780
6,17831
6,17891
6,17981
6,18135
6,18162
6,18266
6,18348
6,18648
6,18727
6,18874
6,19164
6,19218
6,19263
6,19289
6,19394
6,19511
6,19636
6,19884
6,19992
6,20251
6,20352
6,20389
6,20398
6,20544
6,20908
6,21050
6,21086
6,21268
6,21477
6,21509
6,21768
6,21925
6,22038
6,22156
6,22271
6,22273
6,22379
6,22511
6,22646
6,23041
6,23156
6,23187
6,23628
6,23820
6,23858
6,24365
6,24400
6,24472
6,24862
6,25096
6,25143
6,25273
6,25359
6,25431
6,25658
6,25682
6,25932
6,26255
6,26781
6,26881
6,27002
6,27224
6,27274
6,27320
6,27322
6,27352
6,27371
6,27383
6,27395
6,27695
6,27873
6,27908
6,28199
6,28691
6,28924
6,29679
6,29806
6,29821
6,29873
6,29972
7,11
7,15
7,19
7,21
7,23
7,24
7,26
7,29
7,41
7,51
7,54
7,64
7,72
7,109
7,113
7,115
7,122
7,127
7,128
7,132
7,133
7,134
7,135
7,149
7,177
7,210
7,219
7,252
7,270
7,284
7,295
7,319
7,333
7,343
7,355
7,376
7,407
7,425
7,429
7,477
7,501
7,516
7,564
7,577
7,623
7,628
7,658
7,688
7,729
7,738
7,760
7,791
7,795
7,907
7,918
7,926
7,954
7,977
7,985
7,1014
7,1064
7,1088
7,1091
7,1106
7,1165
7,1193
7,1199
7,1200
7,1229
7,1333
7,1392
7,1462
7,1577
7,1699
7,1755
7,1793
7,1840
7,1993
7,2074
7,2139
7,2165
7,2171
7,2225
7,2266
7,2312
7,2411
7,2480
7,2562
7,2591
7,2592
7,2753
7,2773
7,2900
7,2942
7,2978
7,3034
7,3096
7,3181
7,3192
7,3284
7,3441
7,3584
7,3609
7,3613
7,3624
7,3764
7,3876
7,3896
7,4005
7,4019
7,4157
7,4170
7,4217
7,4253
7,4275
7,4280
7,4372
7,4374
7,4396
7,4458
7,4461
7,4528
7,4530
7,4551
7,4681
7,4868
7,4933
7,4976
7,5108
7,5147
7,5254
7,5438
7,5457
7,5460
7,5611
7,5684
7,5741
7,5806
7,5810
7,6013
7,6270
7,6330
7,6364
7,6392
7,6446
7,6572
7,6585
7,6598
7,6756
7,6957
7,7115
7,7334
7,7412
7,7631
7,7663
7,7780
7,7812
7,8238
7,8272
7,8424
7,8686
7,8717
7,8974
7,9000
7,9142
7,9222
7,9668
7,9672
7,9805
7,9868
7,9999
7,10078
7,10158
7,10201
7,10449
7,10493
7,10718
7,10799
7,11004
7,11024
7,11029
7,11055
7,11254
7,11268
7,11555
7,11665
7,11732
7,11857
7,11906
7,12155
7,12222
7,12238
7,12246
7,12253
7,12298
7,12644
7,12834
7,13089
7,13192
7,13246
7,13370
7,13408
7,13517
7,13706
7,14031
7,14067
7,14148
7,14283
7,14307
7,14321
7,14397
7,14476
7,14517
7,14814
7,14939
7,14964
7,15098
7,15233
7,15257
7,15359
7,15608
7,16515
7,16741
7,16745
7,17329
7,17395
7,17405
7,17738
7,17779
7,17977
7,18536
7,18656
7,18657
7,18703
7,18720
7,18777
7,18950
7,18982
7,19064
7,19230
7,19514
7,19536
7,19722
7,20128
7,20307
7,20821
7,21220
7,21241
7,21479
7,21480
7,21797
7,21830
7,22174
7,22302
7,22454
7,22577
7,23160
7,23357
7,23607
7,23666
7,23883
7,23946
7,24056
7,24375
7,24630
7,24668
7,24797
7,24974
7,25113
7,25129
7,25294
7,25452
7,25457
7,25539
7,25691
7,25880
7,25895
7,26079
7,26283
7,26656
7,26725
7,26957
7,27049
7,27606
7,27748
7,28043
7,28048
7,28162
7,28211
7,28386
7,28630
7,28706
7,28911
7,29161
7,29336
7,29827
8,13
8,20
8,21
8,22
8,24
8,37
8,48
8,54
8,93
8,102
8,138
8,149
8,152
8,153
8,154
8,198
8,228
8,232
8,291
8,301
8,314
8,318
8,352
8,379
8,462
8,473
8,507
8,584
8,591
8,629
8,632
8,634
8,651
8,675
8,724
8,815
8,845
8,882
8,903
8,959
8,1068
8,1070
8,1093
8,1138
8,1323
8,1390
8,1394
8,1412
8,1453
8,1552
8,1556
8,1599
8,1654
8,1744
8,1766
8,1796
8,1801
8,1825
8,1861
8,1920
8,2077
8,2136
8,2144
8,2334
8,2349
8,2433
8,2460
8,2469
8,2476
8,2536
8,2657
8,2663
8,2798
8,2855
8,2890
8,2904
8,3009
8,3113
8,3184
8,3361
8,3362
8,3478
8,3502
8,3753
8,3820
8,3825
8,3891
8,4099
8,4250
8,4336
8,4370
8,4469
8,4471
8,4538
8,4653
8,4820
8,4938
8,4945
8,4987
8,5282
8,5356
8,5366
8,5494
8,5496
8,5616
8,5703
8,5726
8,5746
8,5864
8,5922
8,5971
8,6143
8,6165
8,6208
8,6281
8,6387
8,6435
8,6457
8,6499
8,6877
8,6902
8,6915
8,6938
8,6944
8,7055
8,7204
8,7218
8,7314
8,7598
8,7658
8,7741
8,8120
8,8160
8,8177
8,8180
8,8286
8,8377
8,8526
8,8583
8,8703
8,8743
8,9110
8,9126
8,9144
8,9205
8,9307
8,9371
8,9430
8,9747
8,9828
8,9832
8,9947
8,10262
8,10789
8,10841
8,11139
8,11358
8,11413
8,11637
8,11660
8,11966
8,12484
8,12514
8,12590
8,12709
8,12748
8,13051
8,13110
8,13197
8,13335
8,13492
8,14005
8,14301
8,14450
8,14738
8,14970
8,15078
8,15096
8,15332
8,15333
8,15377
8,15613
8,15671
8,15844
8,15960
8,16141
8,16172
8,16350
8,16709
8,17021
8,17575
8,17878
8,18120
8,18428
8,19417
8,20658
8,20847
8,20889
8,20911
8,20941
8,21306
8,21336
8,21381
8,21776
8,21856
8,22285
8,22365
8,22398
8,22415
8,22497
8,22978
8,23119
8,23158
8,23254
8,23463
8,23583
8,23587
8,24158
8,24954
8,25095
8,25199
8,25386
8,25650
8,25698
8,26651
8,26793
8,26827
8,26856
8,26862
8,27068
8,27169
8,27471
8,27558
8,27999
8,28129
8,28864
8,29072
8,29418
8,29933
9,10
9,16
9,20
9,25
9,30
9,35
9,39
9,46
9,47
9,53
9,58
9,61
9,62
9,66
9,70
9,75
9,89
9,95
9,100
9,104
9,110
9,123
9,168
9,172
9,186
9,193
9,201
9,217
9,238
9,255
9,332
9,348
9,366
9,456
9,498
9,523
9,587
9,597
9,603
9,614
9,627
9,638
9,639
9,649
9,718
9,729
9,771
9,800
9,809
9,836
9,927
9,961
9,964
9,980
9,983
9,1051
9,1062
9,1272
9,1292
9,1304
9,1313
9,1320
9,1380
9,1422
9,1446
9,1489
9,1630
9,1679
9,1685
9,1736
9,1764
9,1791
9,1905
9,2056
9,2074
9,2131
9,2188
9,2340
9,2374
9,2385
9,2397
9,2413
9,2500
9,2530
9,2564
9,2566
9,2700
9,3012
9,3024
9,3062
9,3091
9,3112
9,3114
9,3118
9,3138
9,3163
9,3241
9,3267
9,3309
9,3385
9,3442
9,3616
9,3669
9,3892
9,3989
9,4127
9,4170
9,4230
9,4393
9,4459
9,4483
9,4521
9,4569
9,4709
9,4883
9,4915
9,4927
9,5047
9,5096
9,5102
9,5424
9,5572
9,5680
9,5949
9,5985
9,6213
9,6279
9,6342
9,6351
9,6512
9,6566
9,6578
9,6819
9,6933
9,6989
9,7034
9,7309
9,7816
9,7824
9,7890
9,7895
9,7909
9,8113
9,8269
9,8349
9,8485
9,8538
9,8660
9,8667
9,8960
9,8991
9,9021
9,9022
9,9142
9,9156
9,9323
9,9374
9,9458
9,9598
9,9685
9,9746
9,9792
9,9909
9,9953
9,10098
9,10367
9,10677
9,10731
9,10829
9,10913
9,10998
9,11123
9,11142
9,11158
9,11206
9,11329
9,11684
9,11737
9,12186
9,12371
9,12533
9,12565
9,12626
9,12651
9,12801
9,12846
9,12931
9,12971
9,13008
9,13054
9,13100
9,13130
9,13423
9,13479
9,13481
9,13661
9,13684
9,13694
9,13844
9,13913
9,13976
9,14007
9,14092
9,14810
9,15325
9,15356
9,15440
9,15889
9,16120
9,16239
9,16854
9,17031
9,17166
9,17257
9,17267
9,17312
9,17698
9,17717
9,18236
9,18397
9,18483
9,18944
9,19039
9,19048
9,19111
9,19127
9,19210
9,19261
9,19280
9,19436
9,19751
9,19770
9,19838
9,19998
9,20167
9,20376
9,20662
9,20855
9,20995
9,21093
9,21276
9,21421
9,21616
9,21685
9,21700
9,22175
9,22215
9,22289
9,22311
9,22312
9,22459
9,22887
9,23035
9,23045
9,23081
9,23297
9,23322
9,23504
9,23528
9,23788
9,23834
9,23903
9,24104
9,24132
9,24317
9,24426
9,24507
9,24670
9,24814
9,24858
9,24954
9,25233
9,25444
9,25450
9,25581
9,25905
9,25951
9,26081
9,26312
9,26386
