post_id,post_text
78,#ride01022024 RIDE!! from Sacramento to Palo Alto 10:30 AM
79,#drive03302025 Need a drive Palo Alto to Oakland. Budget $10
80,#ride05182025 RIDE!! from Sunnyvale to Oakland 8AM
81,#ride08052025 RIDE!! Davis-San Francisco 2:15 PM $35
82,"#ride09152024  RIDE!!  Palo  Alto  ->  Berkeley  6:50  PM  15  dollars
pm  me"
83,#drive11202024 Need a drive from Oakland to SJ. Budget
84,#drive05082024 Berkeley ➜ Palo Alto $25 leaving 7:15 PM !!
85,#drive10132024  San  Francisco  ➜  Sac  |  10:20  PM  |  $25-30  |  1  seat  🚗
86,#drive11302025 Sac -> Oakladn $18 leaving 3PM
87,#drive11262025  #drive11272025  Need  a  drive  Sunnyvale  ➜  San  Jose.  Budget  $10
88,#drive08192024 Davis ➜ Berkeley | 8PM | $20-30 | 1 seat 🚗
89,#drive03042024 Davis ➜ Fremont $15 leaving 11:40 AM
90,#drive04102024 San Francisco-SF | 9PM |  | 1 seat pls
91,Need a drive Oakland ➜ San Jose. Budget 12 dollars 🚗
92,#drive04232024 Oakland ➜ Fremont  leaving 2:50 PM
93,#ride12092024 Fremont to Davis $25 leaving 4PM
94,#ride05292025 #ride05312025 Need a ride from Oakland to San Francisco. Budget $22-27
95,#drive02122024  Palo  Alto-Berkeley  $30  leaving  1A0M
96,"#drive09212025 Berkeley to Palo Alto | 6:20 PM | $22-30 |  1seat
anyone?"
97,#drive09212025  Davis  ->  Oakland  $25  leaving  8:20  AM
98,#drive02192025 DRIVE!! Fremont-Sunnyvale 10:40 AM $22-27 thx
99,#ride10282025 San Jose to Oakland | 12PM | 22 dollars | 1 seat
100,#drive10112025 Need a drive Fremont to Davis. Budget $40
101,Need a drive from Fremont to Palo Alto. Budget $18
102,#drive03132024  Need  a  drive  from  Oakland  to  Davis.  Budget  $15
103,#drive05312025 DRIVE!! Berkeley to Palo Alto 7:50 AM $15 thx
104,#ride09192024 Davis -> San Francisco | 8AM | $30 | 1 seat
105,#drive03102024 from Sunnyvale to Oakland $18 leaving 6AM
106,#drive01072025 Need a drive from Berkeley to Fremont. Budget $12
107,#drive08312024 San Jose ➜ Oakland | 10PM | $35 | 1 seat
108,#drive06092024  Need  a  drive  Berkeley  ➜  Sunnyvale.  Budget  $18-26
109,#ride04112024 Davis-Fremont | 9PM | 25 dollars | 1 seat
110,"#drive04302025 from Berkeley to Fremont | 10:40 AM | $35 | 1 seat thx
flexible time"
111,#driev09222025 Sacramento ➜ San Jose 15 dollars leaving 6:10 AM
112,#ride02272024 RIDE!! Sacramento-Davis 10AM $20-30 🚗
113,#drive01222024  Sunnyvale  to  Palo  Alto  $22  leaving  4PM
114,#ride09272024 Berkeley ➜ San Jose | 10:00 AM | $12 | 1 seat
115,#drive07182025 Sunnyvale-Fremont | 6PM | $25 | 1 seat
116,#ride03172025 RIDE!! Sacramento ➜ Davis 9A M$25
117,#ride07302025 #ride08062025 Need a ride Sacramento -> Okaland. Budget $25-30 🚗
118,Need  a  drive  Berkeley  ->  San  Jose.  Budget  $30-38  comment  below
119,#ride01122024 Palo Alto -> San Francisco | 1PM | $18-23 | 1 seat
120,DRIVE!! from Palo Alto to Berkeley 6:50 PM $10
121,"#drive04102024 Need a drive Berkeley-Sacramento. Budget $18
flexible time"
122,#drive09022025 from Palo Alto to Berkeley | 7:00 PM |  | 1 seat
123,#drive05112025 Oakland ➜ San Francisco $20-30 leaving 1PM
124,#ride01152025 RIDE!! San Francisco to Sunnyvale 10PM $35
125,#ride07112025 RIDE!! from San Jose to Sacramento 8:00 AM $30
126,"#ride10142024 Oakland ➜ SF $15 leaving 9PM
anyone?"
127,#drive07242024 San Jose to Palo Alto | 10AM | $30 | 1 seat thx
128,#drive10162024 from Fremont to Davis | 6:30 AM | $22 | 1 seat
129,#ride07122025 RIDE!! from Sunnyvale to Berkeley 7:40 AM $12-22
130,#ride01072025 San Jose to Oakland | 7:50 AM | |  1 seat
131,#drive12302025 San Francisco -> Fremont | 7PM | $10 | 1 seat thx
132,#ride11262024 RIDE!! from Palo Alto to Davis 1PM $30
133,#ride07102025 from Oakland to San Francisco 25 dollars leaving 2:30 PM 🚗
134,#drive03032024 Oakland ➜ Sacramento | 1PM | $40 | 1 seat
135,#drive05212024 Need a drive Fremont-San Francisco. Budget $22 😊
136,#drive12022024 Need a drive Davis ➜ Sacramento. Budget $30
137,#ride02132025 San Francisco -> Palo Alto | 1PM | $15 | 1 seat
138,#drive09202024 Fremont -> Sunnyvale | 9:00 AM | $35 | 1 seat
139,#drive04052024 from San Jose to Sunnyvale | 7AM | $20-30 | 1 seat 🚗
140,#drive10022024 Need a drive San Jose to Sacramento. Budget 10 dollars
141,"Fremont to Berkeley $35 leaving 4:40 PM 😊
pm me"
142,#ride02062025 Need a ride Fremont -> San Jose. Budget $30
143,#drive03222025 DRIVE!! from Fremont to Sunnyvale 9AM $12 anyone?
144,#ride04052024 RIDE!! San Francisco -> Fremont 6AM
145,San Jose ➜ Davis | 9:00 PM | $12 | 1 seat
146,#drive01252025 #drive02012025 Need a drive Fremont to Sac. Budget 30 dollars
147,#ride08032024 San Jose-Davis $12-20 leaving 3:45 PM
148,#drive02062024 #drive02132024 from Oakland to Sacramento | 6PM | $18-26 | 1 seat
149,#drive07282024 Need a drive Palo Alto -> Sacramento. Budget $35
150,#ride02072024 #ride02102024 Sacramento-San Jose | 8:00 PM | $25 | 1 seat
151,#drive04012024 Sunnyvale-Oakland $25-33 leaving 9AM thx
152,#drive08222025 from Oakland to Berkeley | 9:20 PM | $12 | 1 seat
153,#drive04202024 San Jose-Sacramento | 10:50 AM | $30 | 1 seta
154,#ride08282025 RIDE!! Oakland -> Davis 7AM $15
155,#drive01302024 DRIVE!! from Palo Alto to Fremont 10:15 AM $30-40 🚗
156,RIDE!! Sacramento to Palo Alto 8PM $20-28 !!
157,Need a drive Sacramento ➜ Palo Alto. Budget $20
158,#ride01272025 Need a ride Fremont to Palo Alto. Budget $10-18
159,DRIVE!! from Sunnyvale to Oakland 1:40 PM $30
160,#ride01052025  RIDE!!  Fremont  ➜  Davis  4:00  PM
161,#ride06292025 RIDE!! San Francisco ➜ San Jose 9:30 PM $15 !!
162,#ride10192025 #ride10202025 from San Francisco to Sacramento $22 leaving 9PM
163,#ride05132025 RIDE!! Palo Alto-Berkeley 8PM $18
164,#drive04152024 Need a drive Fremont ➜ Palo Alto. Budget $10
165,#drive01132024 from Berkeley to Sunnyvale | 2:40 PM | | 1 seat
166,#ride01302025 from Davis to Berkeley | 3PM | $10-20 | 1 seat
167,#ride09122024  from  Berkeley  to  Sunnyvale  $35  leaving  12:15  PM  thx
168,#drive08032025 Need a drive Berkeley to Fremont. Budget $22
169,"#ride02032024 #ride02102024 RIDE!! Palo Alto to Oakland 2:40 PM 15 dollars
anyone?"
170,#ride12132025  RIDE!!  Sacramento  ➜  Berkeley  4PM  $15  😊
171,#drive08192025 from Palo Alto to Davis $35 leaving 9:00 AM
172,#drive10232024  DRIVE!!  Berkeley-Sacramento  6:15  PM  $35
173,"#ride11112024  Need  a  ride  SJ  ➜  San  Jose.  Budget  $25
anyone?"
174,#drive08082025 DRIVE!! Davis-San Jose 10:20 AM $25
175,#drive08282024  from  San  Jose  to  Sacramento  $40  leaving  6:40  AM  pls
176,#drive11192025 DRIVE!! San Francisco ➜ Davis 8:20 AM $25
177,#ride09252025 #ride10022025 Need a ride Oakland -> Sna Jose. Budget 25 dollars
178,#drive12242025 Need a drive Sunnyvale to Oakland. Budget $35
179,#drive05142024  DRIVE!!  San  Jose  ->  Sacramento  10PM  $40-45
180,#drive09102025 Berkeley to SJ $22 leaving 11:45 AM
181,#ride03052025 Need a ride from Fremont to Sacramento. Budget $40
182,#ride10212024 #ride10232024 Need a ride San Francisco ➜ Sunnyvale. Budget $15
183,#ride03042024 San Francisco to Berkeley | 8AM | 15 dollars | 1 seat
184,#ride12262024  Sacramento  ➜  Davis  $10-15  leaving  10AM
185,"#ride05122024 Sacramento to San Jose | 2:00 PM | 12 dollars | 1 seat
anyone?"
186,#drive03102024 Berkeley -> Palo Alto 12 dollars leaving 11:40 AM 😊
187,#drive07032024 from Oakland to Sacramento $15-25 leaving 12PM
188,#ride08202024 #ride08212024 from Davis to Palo Alto | 6PM | | 1 seat
189,#ride06022025 Fremont ➜ Berkeley | 1PM | $20 | 1 seat
190,"#drive03272024 San Jose to Palo Alto $30 leaving 9:30 AM
comment below"
191,#drive01052024 Sunnyvale to Oakland  leaving 12PM
192,#drive01072024 Need a drive from Sunnyvale to Fremont. Budget $40
193,"#ride05022025 Palo Alto-Davis | 1:00 PM | $25 | 1 seat
pm me"
194,#drive03202025  from  Oakland  to  Sunnyvale  |  6:00  AM  |  $12  |  1  seat
195,#ride08282024 #ride09042024 Fremont -> Sunnyvale $22 leaving 7:45 PM 🚗
196,#drive06072024 Davis to San Jose | 8:20 AM | $35 | 1 seat
197,#ride06012025 Sacramento to San Francisco $25 leaving 9PM
198,#ride06092025 Sunnyvale -> Sac | 10PM | $35 | 1 seat thx
199,#ride08312024 Sac-Oakland | 8:30 PM | $30-35 | 1 seat
200,#ride04032025 Berkeley-SF | 6:00 PM | $18 | 1 seat
201,#drive01202025 Need a drive San Francisco ➜ Sac. Budget $15 pls
202,#ride02272025 Need a ride San Jose to Sunnyvale. Budget $30
203,#drive12122025 San Francisco-Palo Alto | 7:45 PM | $35-43 | 1 seat
204,"#drive01122025 DRIVE!! Oakland to Sunnyvale 7:45 PM $22-32
comment below"
205,#ride11202024 RIDE!! Fremont to Oakland 6AM $35
206,#drive11232025 Need a drive San Francisco-Sacramento. Budget $12
207,#ride11052024  RIDE!!  from  Palo  Alto  to  San  Jose  6:30  PM  12  dollars
208,"#ride12022024 Fremont to San Francisco | 3PM | $25 | 1 seat 🚗
pm me"
209,Need a drive San Jose ➜ Berkeley. Budget $30
210,#ride11182024 San Francisco-Davis  leaving 2PM
211,#drive12312024 San Jose-Fremont | 9:40 PM |  | 1 seat
212,#ride06072024  #ride06142024  San  Jose  to  Davis  |  5:00  PM  |  $22  |  1  seat  😊
213,from Fremont to San Jose $22 leaving 1:15 PM
214,#drive01042024 Sunnyvale ➜ Oakland | 3PM | $30 | 1 seat
215,#ride10032025 Fremont -> Sunnyvale $10 leaving 4:15 PM
216,#ride02122025 Fremont to Sunnyvale | 7AM | $35 | 1 seat pls
217,"#drive09022025 Sacramento -> Oakland | 5PM | $40-48 | 1 seat pls
comment below"
218,#ride07082024  Need  a  ride  Fremont  ➜  Davis.  Budget  $20-30  !!
219,#drive10232024 from Davis to Sunnyvale | 10PM | $25-33 | 1 seat
220,#ride04092024 from Oakland to San Francisco $40 leaving 8:10 PM 🚗
221,#drive03092025 from Fremont to Sacramento  leaving 9AM
222,#ride09032024 from Berkeley to Fremont | 9AM |  | 1 seat pls
223,#ride03032025 Need a ride Sacramento-Oakland. Budget $10
224,#ride04192025 from Sacramento to San Francisco $22-27 leaving 10:40 AM pls
225,#ride08172024 Oakland to PaloA lto | 6:00 PM | $30-40 | 1 seat
226,#drive11162024 Need a drive from Sacramento to Sunnyvale. Budget $18-26
227,#drive07252024 from San Jose to Oakland $10 leaving 10:00 AM
228,"#ride02162024 RIDE!! Palo Alto -> Sunnyvale 5PM $20-28
flexible time"
229,#ride08012024  Need  a  ride  Berkeley-Oakland.  Budget  $20  !!
230,"#drive10102024  DRIVE!!  San  Francisco  to  Sac  5:30  PM  $10
pm  me"
231,#drive07262025 Berkeley ➜ Fremont  leaving 2:00 PM !!
232,#drive05232024 DRIVE!! from Fremont to Davis 4PM $25
233,#drive09272025 DRIVE!! Davis -> SJ 6:10 AM $10 !!
234,#ride08192024 San Francisco ➜ Fremont | 4PM | $18 | 1 seat
235,Fremont ➜ SF | 6AM | $20 | 1 seat thx
236,#drive10272024 Sacramento ➜ Davis | 10:40 AM | $20 | 1 seat
237,#drive09082024 Need a drive from Fremont to Sacramento. Budget $25
238,#drive06122024 Berkeley ➜ Fremont | 12PM | $18 | 1 seat 😊
239,#ride02242024 Need a ride Oakland-Fremont. Budget $10
240,#drive01122025 Need a drive Berkeley -> Fremont. Budget
241,#ride12132025 from Sunnyvale to San Jose | 12:15 PM | | 1 seat
242,#drive12252024 #drive01012025 Need a drive Fremont-Palo Alto. Budget 10 dollars !!
243,SF to Berkeley | 10:10 AM | $15 | 1 seat
244,#drive11272024 Fremont ➜ Sacramento $20 leaving 1PM 🚗
245,#ride08142024 San Jose ➜ Oakland | 5:45 PM | $35 | 1 seat
246,#drive09082025 #drive09102025 Sacramento ➜ Sunnyvale | 5:30 PM | 20 dollars | 1 seat
247,#drive10282025 Need a drive Oakland-Sunnyvale. Budget $35
248,#ride10292024 RIDE!! San Francisco -> Berkeley 10AM $15
249,#drive02122024 #drive02192024 DRIVE!! Berkeley-Fremont 4PM $12
250,#ride05102025  RIDE!!  Sunnyvale  ->  Davis  1:45  PM  $35-40
251,"San Jose -> Fremont | 6:40 AM | $20 | 1 seat
anyone?"
252,#drive09152024 #drive09162024 DRIVE!! San Jose ➜ Berkeley 7:50 PM $22
253,#ride07292025 RIDE!! Berkeley ➜ San Jose 8AM $20 🚗
254,#ride11152024 Fremont-Sacramento | 9PM | $30-35 | 1 seat
255,Sunnyvale  to  San  Francisco  $10  leaving  1:40  PM
256,#ride12122024 Sunnyvale to San Jose $10-20 leaving 3PM
257,#ride06032024 Need a ride San Jose -> Oakland. Budget $30
258,#ride12302025  #ride12312025 Need a ride Sac-Sunnyvale. Budget $15 thx
259,#ride11222025 Oakland ➜ Sunnyvale | 9:45 A M| $35 | 1 seat
260,#ride11012025  Need  a  ride  Sacramento  ➜  Fremont.  Budget  $15
261,#drive04225024 Need a drive from Sacramento to Berkeley. Budget $22
262,#drive04162024  DRIVE!!  San  Francisco  ->  Berkeley  8AM  $12-17
263,#drive04012025 #drive04032025 Need a drive Berkeley ➜ Fremont. Budget 40 dollars pls
264,#drive05142025 Sacramento ➜ Davis $20 leaving 10AM
265,#drive12312024 Berkeley-Fremont | 8:10 AM | $30-38 | 1 seat pls
266,#drive11092025 DRIVE!! from Sac to San Francisco 4PM 20 dollars
267,#ride01232025  from  Sacramento  to  Oakland    leaving  1PM
268,#ride01212025  Berkeley-Sunnyvale  |  2:50  PM  |  $10  |  1  seat
269,Need a ride Palo Alto to San Jose. Budget $10
270,#drive08282025 #drive08292025 DRIVE!! Oakland-San Francisco 8:40 AM $40 pls
271,"#ride05062025 Davis -> Palo Alto | 6PM | $22 | 1 seat pls
anyone?"
272,#drive07012024 DRIVE!! Davis ➜ Palo Alto 12PM 30 dollars
273,#drive12032025 Need a drive Davis-San Francisco. Budget $10
274,#drive10292024 Palo Alto ➜ Sacramento | 9:40 AM | | 1 seat
275,#ride11162025 Sunnyvale-Berkeley | 2:20 PM | $20 | 1 seat
276,San  Jose  ➜  Sacramento  |  9AM  |  20  dollars  |  1  seat  thx
277,#drive09262024 Davis-Oakland | 4:30 PM | 15 dollars | 1 seat
278,"#ride06252024 Need a ride Plao Alto to Fremont. Budget $15
flexible time"
279,Fremont  ->  Berkeley  $25  leaving  4:30  PM
280,"#drive05122024 DRIVE!! from Palo Alt oto Sacramento 4PM $12
flexible time"
281,Davis ➜ San Jose | 4:10 PM | $22 | 1 seat
282,#ride02252024 from Davis to Sunnyvale | 4:30 PM | $18 | 1 seat
283,Berkeley ➜ Davis $10 leaving 10:30 AM
284,#drive07312024 DRIVE!! Palo Alto -> Berkeley 4PM $35
285,#drive08062025 DRIVE!! San Francisco to Berkeley 12PM $30
286,#drive03122025 Need a drive Sunnyvale ➜ Sacramento. Budget 35 dollars
287,#drive10242025  Sunnyvale  ➜  Sacramento  $12  leaving  6AM
288,#drive12062025 Sunnyvale ➜ Berekley | 6:15 AM | $25 | 1 seat 😊
289,#drive05092024 Need a drive Sacramento-SJ. Budget $10
290,#drive11102024  Palo  Alto  ->  Sacramento  |  8AM  |  $18-23  |  1  seat
291,#ride10112024 Sacramento to Sunnyvale | 9PM | $10 | 1 seat
292,#drive07232025 from Berkeley to Palo Alto $12 leaving 10:45 AM 🚗
293,"#drive02142024 Sunnyvale ➜ San Francisco  leaving 12PM
pm me"
294,#ride02212024 RIDE!! Palo Alto-San Jose 6:45 AM
295,#ride12032024 Davis ➜ San Jose $40 leaving 9:45 AM
296,#ride09022025 RIDE!! Palo Alto to San Francisco 2:00 PM 🚗
297,#drive03262025 Davis -> Sunnyvale | 4:00 PM | $30 | 1 seat thx
298,#ride04202024 Palo Alto-Sacramento $15 leaving 2:30 PM
299,DRIVE!! San Francisco-Fremont 9AM $30
300,#ride07252024 RIDE!! from Fremont to Sacramento 8:00 AM $40-48 pls
301,#ride08012024  #ride08082024  Berkeley  to  San  Francisco  $35  leaving  5:15  PM
302,#drive07302024 from Sac to San Jose | 6:00 AM |  | 1 seat 😊
303,#drive10172025 Fremont -> Sacramento | 9:30 PM | $35 | 1 seat 😊
304,"#drive09052024 DRIVE!! Davis to Oakland 8:30 PM $15
pm me"
305,#ride02072025 #ride02082025 RIDE!! from Fremont to Palo Alto 9AM $30
306,#ride03212024 from Davis to San Jose 15 dollars leaving 2PM
307,#drive10172024 Berkeley to Palo Alto  leaving 9:00 AM
308,#drive06272024 DRIVE!! Berkeley ➜ Oakland 9AM $20 thx
309,#drive09182025 Davis -> Sunnyvale  leaving 1PM
310,"#drive01262025 Need a drive San Francisco to Berkeley. Budget 18 dollars pls
flexible time"
311,#drive03212024 Need a drive from Sacramento to Davis. Budget $10-15 😊
312,#drive05262024 Sunnyvale -> Davis leaving 4:50 PM
313,#drive11142025  from  San  Francisco  to  Berkeley  $10-15  leaving  5PM
314,DRIVE!!  Palo  Alto-San  Jose  6:50  PM  $35
315,#ride11102025 #ride11112025 RIDE!! Berkeley-Fremont 9:40 AM $20-30
316,#ride10162025 Need a ride San Francisco -> Sunnyvale. Budget
317,#ride10012024 Fremont -> Davis  leaving 6PM
318,#drive08312025 Davis-Berkeley $35 leavnig 12:45 PM
319,#ride09192025 RIDE!! Sunnyvale ➜ San Jose 12PM $40-48
320,#ride10192025 Palo Alto-Davis | 6:15 AM | $35 | 1 seat thx
321,#drive10032025 from Davis to Oakland $25 leaving 10PM
322,d#rive08242024 Fremont to Oakland $12 leaving 9AM pls
323,#ride05242025 Need a ride Palo Alto to Berkeley. Budget $25
324,#drive12192025 Sacramento -> Fremont | 7AM |  | 1 seat
325,#ride04102024  Palo  Alto  to  Sacramento  $30  leaving  1PM  😊
326,#drive12262024 Berkeley -> San Francisco | 9:50 AM | $35 | 1 seat
327,#drive05252025 DRIVE!! Fremont-Sunnyvale 8:50 AM $25-30
328,#ride09232025 from Fremont to Palo Alto  leaving 9:45 AM
329,#drive02142025 Need a drive Davis -> Oakland. Budget $10
330,#ride11162025 Need a ride Palo Alto-Sacramento. Budget $20 anyone?
331,#drive07102024 Need a drive SJ-Sunnyvale. Budget $35
332,#ride03152024 RIDE!! Palo Alto-Sunnyvale 1:30 PM 😊
333,#ride05072024 Berkeley to Davis  leaving 10PM
334,Need  a  ride  Sunnyvale  to  Davis.  Budget  $40
335,#drive05262024 Need a drive Davis ➜ Sacramento. Budget
336,#ride12272024  from  San  Jose  to  Berkeley  |  6PM  |  $10-15  |  1  seat
337,#drive02232024  Berkeley  to  San  Francisco  $10  leaving  10:30  PM
338,#drive01262025 Need a drive Davis to San Francisco. Budget $12-17
339,#ride07012025 Sacramento-Sunnyvale $30 leaving 11:50 AM
340,#ride07092025 #ride07122025 Sacramento to Palo Alto $25 leaving 9AM
341,#drive04242024 Davis ➜ Oakland  leaving 7:45 AM !!
342,#drive01302024 DRIVE!! from Sunnyvale to Sacramento 3PM $22
343,#drive02252025 from Berkeley to Sacramento | 8:15 PM | $40-50 | 1 seat
344,#ride08112024 Davis -> Oakland $30 leaving 3PM
345,#drive05222025 DRIVE!! Berkeley -> San Jose 10:10 PM $10 pls
346,#ride01162024 Sunnyvale to Sacramento $35 leaving 9AM
347,#drive02126025  San  Jose  ->  Oakland  |  5PM  |  $20  |  1  seat  !!
348,"#ride01272025 RIDE!! San Jose -> Sunnyvale 5PM 40 dollars
pm me"
349,#drive08282025 from Fremont to Berkeley | 7PM | $25 | 1 seat thx
350,#drive04162025 Need a drive from Palo Alto to Davis. Budget $35 flexible time
351,#ride08292024 Oakland -> Fremont $12 leaving 1:10 PM
352,DRIVE!! Palo Alto ➜ Oakland 2PM $12
353,#drive08292024 DRIVE!! Oakland -> Sacramento 7PM $15
354,#ride09252024 Sacramento to Sunnyvale | 01:20 PM | 10 dollars | 1 seat
355,#ride10222024 Davis -> San Francisco 20 dollars laeving 8PM
356,#drive10052024 DRIVE!! Palo Alto-San Jose 9AM 10 dollars
357,#ride12132024 Need a ride Oakland to San Jose. Budget $35
358,"#ride05042025 Berkeley-San Jose $12-22 leaving 1:45 PM
comment below"
359,#drive01262024  DRIV!E!  Davis  ->  Palo  Alto  6PM
360,#ride08202024  SJ  ->  Sacramento  $35  leaving  2PM
361,#drive12302025 Need a drive SJ ➜ Sunnyvale. Budget $12
362,#drive03232024 DRIVE!! San Jose -> Sunnyvale 9PM $10
363,"#ride10112025 RIDE!! Sunnyvale  ➜San Jose 4PM $40
pm me"
364,#drive04042025 from Oakland to Fremont $15 leaving 6:00 PM
365,#ride06052025 from Palo Alto to SJ  leaving 10:30 PM 🚗
366,#ride01182024  #ride01252024  Fremont  ➜  Sac  |  2PM  |  $30  |  1  seat
367,#drive03112025 DRIVE!! Davis -> San Francisco 4:50 PM $18
368,#ride06122024  Sacramento  ->  Oakland  leaving  10AM
369,#ride10152025 Need a ride from San Jose to Sacramento. Budget $15-23 😊
370,#drive09012024  from  Berkeley  to  Davis  |  1:45  PM  |  $15  |  1  seat
371,#drive01132024 Berkeley-San Jose  leaving 8PM
372,#drive10142024 DRIVE!! San Jose-San Francisco 12PM $25
373,#drive03282024 San Jose -> Oakland | 3:10 PM |  | 1 seat
374,#drive03052025 Need a drive Oakland-Palo Alto. Budget 40 dollars
