post_id,post_text
73,#drive04162025 Berkeley to Sunnyvale | 5:10 PM | $35 | 1 seat
74,#ride03212024 Need a ride Palo Alto -> Berkeley. Budget $10
75,#drive09162025  DRIVE!!  Oakland  ➜  Sunnyvale  7:20  AM  30  dollars  !!
76,#ride02142024 Need a ride from Sacramento to Berkeley.B udget $35
77,#drive06172025 DRIVE!! Oakland ➜ Sunnyvale 4PM $35
78,#ride05302024 Need a ride SJ-San Jose. Budget $18
79,#ride09272025 from Palo Alto to Oakland | 10:30 PM | 12 dollars | 1 seat
80,#ride02172024 San Francisco ➜ Davis | 12:10 PM | $12 | 1 seat
81,#ride04012024 #ride04032024 RIDE!! Plao Alto -> Berkeley 2PM $10-18
82,#ride02282025 Need a ride Berkeley-Sunnyvale. Budget
83,#drive05072025 from Davis to Sacramento leaving 6AM
84,#ride12302025 Need a ride from Sunnyvale to Oakland. Budget $40
85,#drive08182025 Need a drive Sacramento -> Palo Alto. Budget $20
86,#ride02252024 San Francisco -> Berkeley $25 leaving 6:00 PM
87,#ride09272024 #ride09292024 San Francisco ➜ Davis | 11:50 MA | $10 | 1 seat
88,#ride08072024 Oakland-Davis | 2:45 PM | $35 | 1 seat
89,"#ride05122024 #ride05192024 Need a ride Palo Alto to Sunnyvale. Budget $40 !!
comment below"
90,#drive02102025 DRIVE!! Oakland to Palo Alto 9PM $22
91,#ride01092024  Palo  Alto-Sacramento    leaving  2:10  PM  😊
92,#drive11302024 from Davis to Sunnyvale 30 dollars leaving 6:00 PM
93,#ride04012024 Davis ➜ Sacramento | 12PM | $22 | 1 seat
94,#ride09272025  RIDE!!  San  Francisco-Berkeley  9:20  AM  $25
95,#ride10102025 Need a ride from Oakland to San Francisco. Budget 😊
96,#drive12062024 Need a drive Berkeley-Davis. Budget
97,#drive08022025 #drive08032025 Oakland-San Francisco $10 leaving 10AM
98,#drive01282024 Need a drive Oakland -> Fremont. Budget $40 🚗
99,#ride04192024 Fremont -> Oakland | 8AM | $25 | 1 seat pm me
100,#ride10052025 RIDE!! Palo Alto ➜ Sac 8:45 PM 22 dollars
101,#ride10252025 San Jose ➜ Berkeley $30-40 leaving 11AM
102,#drive09152025 Berkeley ➜ San Francisco $25-35 leaving 8:50 PM 🚗 pm me
103,#drive02272024 from Sacramento to Sunnyvale $40-50 leaving 7AM !!
104,#ride07252024 from Sacramento to Berkeley 10 dollars leaving 10AM
105,"#drive02012025 DRIVE!! San Francisco -> Sacramento 3:40 PM $20 !!
anyone?"
106,Need a drive Sacramento -> Fremont. Budget $30
107,#drive06092024  Berkeley  to  Sunnyvale  |  1:30  PM  |  $40  |  1  seat
108,#ride09152025  #ried09162025  Sunnyvale  ->  San  Jose  $22  leaving  8:30  PM
109,#ride08262024 from Berkeley to Sacramento $10 laeving 2:00 PM
110,"#ride11182025 Need a ride Sacramento-Oakland. Budget 😊
pm me"
111,#ride09172025 Palo Alto ➜ Fremont | 2PM | $10-18 | 1 seat
112,"#drive03142024 DRIVE!! SJ to Oakland 1PM $20
pm me"
113,"#ride09222024 Need a ride Berkeley-SF. Budget $20
pm me"
114,#drive06192024 from San Jose to Sunnyvale  leaving 6:00 PM
115,#drive03302025 DRIVE!!S an Francisco-Sunnyvale 7:15 AM $10-20 😊
116,#drive02152025 Sunnyvale to San Francisco $15-23 leaving 7PM
117,"#drive11052024 DRIVE!! Palo Alto ➜ Sacramento 1PM $30-35
flexible time"
118,#ride10252025 #ride10272025 San Jose -> San Francisco | 11:10 AM |  | 1 seat
119,#drive07132024 #drive07202024 DRIVE!! Berkeley-Palo Alto 10AM $35 pls
120,#ride02092024 San Francisco ->S an Jose | 5PM | 35 dollars | 1 seat
121,#drive08062025 Need a drive Sunnyvale to Palo Alto. Budget $20 thx
122,#drive08092024 #drive08122024 Oakland to Palo Alto $10-20 leaving 9:40 PM 😊
123,#drive12182024 DRIVE!! San Jose-Davis 8:50 PM $10
124,#ride06222025 #ride06252025 San Francisco-Palo Alto | 6PM | $12 | 1 seat pls
125,#drive02102025 from Oakland to San Jose leaving 11:00 AM
126,RIDE!! San Jose -> Berkeley 6AM $22-30 🚗
127,#drive12102024 Fremont ➜ Sac  leaving 6:00P M
128,#ride12012025 #ride12082025 RIDE!! Davis ➜ San Francisco 9:00 AM $20
129,#ride09302025 San Jose ➜ Fremont $15 leaving 2PM
130,#drive04182025 DRIVE!! from Sunnyvale toP alo Alto 4:50 PM $18 😊
131,#drive03092024  Need  a  drive  Fremont-Sunnyvale.  Budget  $22-30  thx
132,#drive07312024 Davis-Sacramento | 10AM | $15 | 1 seat
133,#drive01122025 DRIVE!! from San Francisco to Oakland 10AM $15-23
134,#drive05022025  Sacramento-San  Jose  |  1PM  |  12  dollars  |  1  seat
135,#drive06232024 Sunnyvale to Palo Alto | 7:40 AM | $20-25 | 1 seat pls
136,#drive06182025 #drive06212025 Need a drive Sacramento to Fremont. Budget pls
137,#ride09102024 Need a ride Fremont -> Berkeley. Budget $40
138,#drive03252024 Berkeley ➜ Sunnyvale | 7:10 PM | $30 | 1 seat
139,#ride10242024 #ride10262024 RIDE!! from Palo Alto to Fremont 1PM $30
140,#ride06242025 Need a ride San Jose -> Berkeley. Budget $15 thx
141,"#drive05062024 DRIVE!! Davis-Sunnyvale 10:45 PM $18
comment below"
142,#ride05092024 Sunnyval e➜ Oakland | 11:30 AM | $25 | 1 seat
143,#drive08272025  DRIVE!!  SJ  ➜  Palo  Alto  10PM  $30
144,"#ride02282024 Sunnyvale -> Fremont | 11:30 AM |  | 1 seat
flexible time"
145,#ride03022025  Need  a  ride  Oakland  ➜  San  Jose.  Budget  $20  🚗
146,#ride03292024 RIDE!! Berkeley ➜ Davis 6PM $25-35 🚗
147,#ride08312025 San Francisco to Palo Alto $18 leaving 12PM !!
148,#ride01172024  from  San  Francisco  to  Davis  $20  leaving  9PM
149,"#drive08292025  Fremont  to  Palo  Alto  |  8:10  PM  |  $20  |  1  seat  😊
anyone?"
150,#drive08182025 Sunnyvale-Davis $25 leaving 10PM
151,#ride01242025 from Berkeley to Oakland | 10:30 PM | $30 | 1 seat
152,#drive04282025 #drive04302025 Nede a drive San Francisco ➜ Fremont. Budget $18-23
153,#drive03142024  San  Jose  ->  Oakland  |  4PM  |    |  1  seat  pls
154,#ride06232025 Fremont-Palo Alto | 5PM | $10 | 1 seat
155,#ride07122024 Palo Alto-Berkeley | 8:20 AM | $30 | 1 seat
156,"#ride07292024  from  San  Jose  to  Davis  $30  leaving  12PM
pm  me"
157,#drive04032025  Sunnyvale  ➜  Oakland  $20  leaving  8:20  PM
158,#drive10122025  Oakland-Berkeley  $18  leaving  4:45  PM
159,#ride04202024 Davis-Oakland  leaving 2:40 PM thx
160,#drive11082025  San  Jose  ->  Fremont  |  8PM  |  $22-30  |  1  seat
161,#ride02212025 from Palo Alto to Oakland | 10PM | $18 | 1 seat
162,#drive02032025 DRIVE!! Sacramento -> Fremont 10AM $15 pls
163,#ride09092024 Need a ride Berkeley to Davis. Budget $40
164,#ride01202024 #ride01212024 Oakland ➜ Davis | 10AM | $15-23 | 1 seat thx
165,#ride04212025 Palo Alto-San Francisco | 8AM | $10 | 1 seat
166,#ride04072025 Need a ride from Oakland to San Jose. Budget $12 thx
167,#ride06022025 San Jose-Oakland $35 elaving 7PM
168,#ride07062025 RIDE!! San Jose to Davis 2PM $35 thx
169,#ride04222024 Palo Alto to SJ | 4:30 PM | $30 | 1 seat
170,#ride02262025 Sunnyvael-Sacramento | 7PM | $30-38 | 1 seat
171,#ride07102024 Need a ride Sunnyvale -> San Francisco. Budget $12
172,#drive02032025 Sunnyvale -> Sacramento 18 dollasr leaving 10AM
173,#drive10282024 Need a drive Sacramento ➜ Sunnyvale. Budget
174,#drive03222025 Palo Alto ➜ San Jose $40-48 leaving 8AM
175,San Francisco to SJ $15 leaving 1PM
176,from Oakland to Davis | 5PM | $20 | 1 seat 🚗
177,#ride01062025 Need a ride from Berkeley to Sunnyvale. Budget $20
178,"#ride12162024 Oakland ➜ San Francisco | 12:00 PM | $18 | 1 seat
anyone?"
179,#ride11292025 RIDE!! Sacramento -> Davis 7:45 AM 12 dollars 😊
180,#ride09132024 Oakland to San Francisco | 9AM | $10-15 | 1 seat
181,#ride05122024 RIDE!! SJ -> Berkeley 8:45 AM $35
182,#drive12132025 Need a drive San Jose to San Francisco. Budget $30-38
183,#ride10092025 Berkeley -> Sacramento | 6AM | 35 dollars | 1 seat
184,#ride06202024 Need a ride Sacramento -> SJ. Budget $25
185,#drive02022025 Davis-Sunnyvale  leaving 1:10 PM
186,#ride11082024 Need a ride from Davis to San Francisco. Budget 22 dollars !!
187,#drive08042025 Need a drive Sacramento -> Palo Alto. Budget $18
188,#ride08182025 Oakland to San Francisco | 12:45 PM | $22-27 | 1 seat
189,#drive01072024 Need a drive from Palo Alto to Oakland. Budget $12
190,#ride03032025 San Jose-Sacramento | 2PM | $18 | 1 seat
191,#drive08262025 Sacramento to Oakland $30 leaving 9AM
192,#ride12022024 Need a ride San Francisco-Berkeley. Budget 25 dollars
193,#ride12212025 Nede a ride from Davis to San Jose. Budget $20-30
194,#ride10172024  Need  a  ride  Oakland  ->  Davis.  Budget  $25
195,#ride09042025 RIDE!! Fremont ➜ San Jose 2:50 PM $22 😊
196,#ride04162025 RIDE!! from Sunnyvale to Davis 6PM $40
197,#ride05102025 Need a ride Sacramento ➜ Oakland. Budget $15
198,#drive07292025  Palo  Alto  ->  Oakland  |  9AM  |  $22  |  1  seat  flexible  time
199,#drive12112024 Palo Alto to Sunnyvale | 6:15 PM | $18 | 1 seat
200,#ride07072024 Oakland ➜ San Francisco 12 dollars leaving 10:10 AM
201,"#ride02192024 Oakland to Fremont | 7:40 AM | $20 | 1 seat
anyone?"
202,#drive04232025 Palo Alto -> San Jose | 6PM | $20 | 1 seat 😊
203,Fremont-Berkeley | 10PM | 12 dollars | 1s eat !!
204,#drive03232024 Need a driev Palo Alto -> San Francisco. Budget 😊
205,"#drive09272024 San Francisco-Palo Alto 25 dollars leaving 11AM
pm me"
206,#drive12302024  San  Francisco-Fremont  |  1:20  PM  |  10  dollars  |  1  seat  pls
207,#ride09162024 Need a ride Sunnyvale-Sacramento. Budget
208,#drive03082025 Need a drive SJ-Davis. Budget $35
209,#ride07032025 Berkeley -> Davis | 6:50 PM | $25 | 1 seat
210,#drive03152025 DRIVE!! Oakland ➜ Palo Alto 12:54 PM $15 😊
211,#ride06292024 from SF to Sunnyvale | 5PM | $25 | 1 seat pls
212,#drive10042024 #drive10052024 DRIVE!! aSn Jose ➜ Davis 5PM $12 thx
213,#ride12312025 from Fremont to Berkeley $25-33 leaving 6AM
214,#drive05232024  DRIVE!!  Davis  ➜  Berkeley  7:10  AM  $25  😊
215,#ride02022024  Berkeley-Palo  Alto  |  10:50  PM  |  $40  |  1  seat  😊
216,#drive09112025 Palo Alto -> Berkeley $30 leaving 8:15 AM
217,Davi  sto  SJ  |  6AM  |  |  1  seat
218,#ride02252024 from Berkeley to Sunnyvale $25 leaving 2:10 PM
219,#drive08142025 Palo Alto to Berkeley $40 leaving 7PM 🚗
220,#drive05302024 #drive06022024 Need a drive Berkeley to San Francisco. Budget 35 dollars
221,#ride08242024 Need a ride from Palo Alto to Fremont. Budget $40
222,#drive10312025 San Francisco to SJ | 6PM | $20-28 | 1 seat 🚗
223,#drive06242024  San  Francisco  to  San  Jose  |  12PM  |    |  1  seat
224,#ride05122025 San Francisco ➜ Sunnyvale $22-27 leaving 6:15 PM
225,#ride01172024 RIDE!! SunnyvaleS-acramento 9:10 PM $15
226,#rid0e8242024 Sunnyvale to Oakland $12 leaving 6PM
227,Davis  ->  SF  $12  leaving  10:40  PM
228,#drive05142025 #drive05162025 DRIVE!! Sunnyvale-Berkeley 5:45 PM $12-20
229,#ride07312025 SJ to Fremont | 7PM | $30-38 | 1 seat
230,#ride10282024 RIDE!! Davis -> Sunnyvale 6:00 AM $30
231,#ride11072025  Need  a  ride  Fremont-Davis.  Budget  15  dollars
232,#ride06122025 from Fremont to San Francisco $35 leaving 4PM
233,#drive02112024  Need  a  drive  Davis-Sunnyvale.  Budget  $12  🚗
234,#drive02242024 Oakland ➜ Sunnyvale  leaving 6PM
235,#drive04012204  #drive04042024  Fremont-Palo  Alto  leaving  1PM  thx
236,#drive03192024 Davis ➜ San Jose | 7PM | $15 | 1 seat thx
237,#drive07252024 DRIVE!! Okaland -> Sunnyvale 5:50 PM $18
238,"#ride04222025 Sunnyvale-Fremont | 10PM | $22 | 1 seatf
lexible time"
239,"#ride07212024 #ride07222024 RIDE!! Fremont -> Davis 6PM $35
flexible time"
240,#ride06112024 Need a ride from Fremont to Berkeley. Budget 18 dollars
241,#ride10272024 RIDE!! Berkeley -> Davis 8AM $30
242,#ride12032025 Need a ride from Sunnyvale to Davis. Budget $25-30
243,#ride01312025  Need  a  rid  efrom  San  Jose  to  Berkeley.  Budget  $25
244,#ride03232025 RIDE!! Fremont -> Palo Alto 1PM 30 dollars
245,#drive03202025 DRIVE!! Davis to Berkeley 2PM $20
246,#ride09242025 #ride09262025 Oakland -> San Jose $22-30 leaving 7:15 PM
247,#ride12062025 San Jose -> Oakland | 3PM | $18 | 1 seat
248,#ride02052025 from Berkeley to San Jose $22 leaving 8:50 PM
249,#drive11012025 San Jose ➜ Davis | 8PM | $25 | 1 seat 🚗
250,#ride04112024 RIDE!! Palo Alto ➜ San Jose 4PM
251,"#ride08212025 #ride08282025 Need a ride San Francisco to Sunnyvale. Budget $25
anyone?"
252,"#ride07192025 RIDE!! Berkeley >- Fremont 8:10 PM $22
comment below"
253,#ride10202025 San Francisco -> Berkeley 18 dollars leaving 7AM 🚗
254,"#drive06132025 #drive06162025 from Fremont to San Jose | 5PM | $22 | 1 seat
comment below"
255,#ride12262024 San Fracnisco to SF | 4PM | $18 | 1 seat
256,#drive01102025 Palo Alto -> Fremont | 10:15 PM | $20 | 1 seat flexible time
257,#drive11262024 Need a drive Davis to Palo Alto. Budget $30 😊
258,#ride02122024 #ride02192024 RIDE!! Fremont ➜ Davis 8PM $25-30
259,#drive01012025 San Francisco to San Jose | 2PM | $35 | 1 seat
260,#drive07312025  DRIVE!!  Palo  Alto  ➜  Berkeley  6:50  AM  $15
261,#drive04242025 San Francisco -> Sacramento | 9:15 PM | 12 dollars | 1 seat
262,#ride01082024 Fremont to Palo Alto | 7:10 AM | 30 dollars | 1 seat
263,#drive08170224 DRIVE!! Fremont-Sacramento 8AM $18
264,#ride12052025 RIDE!! from Sacramento to Davis 4:40 PM $18 pls
265,#drive03292025 Need a drive Oakland to Sunnyvale. Budget $30
266,#ride01192024 SJ -> San Jose $20-30 leaving 2PM !! anyone?
267,#ride07162025 Need a ride Sacramento -> Davis. Budget $25 flexible time
268,#drive03242024 Sunnyvale ➜ Sacramento $12 leaving 2PM
269,#ride02242024 Need a ride Sunnyvale to Palo Alto. Budget $10 thx
270,#drive11032025 Sacramento ➜ Sunnyvale | 8:00 PM |  | 1 seat pls
271,"#drive05052024 Palo Alto to Oakland $20 leaving 6AM
comment below"
272,#drive02172025 San Francisco ➜ Sunnyvale | 7PM |$ 10 | 1 seat !!
273,#drive12082025 Need a drive Palo Alto -> Sunnyvale. Budget $35
274,#ride01222025  #ride01292025  Berkeley  to  Sacramento  $25-33  leaving  11AM
275,from Davis to Fremont | 9AM | $10 | 1 seat
276,#drive10222025 Fremont -> San Jose | 10AM | $18 | 1 seat
277,#drive08112024 Need a drive Sacramento-Sunnyvale. Budget $10-15 thx
278,#drive05132024 Fremont-Oakland | 6PM | $15 | 1 seat
279,#drive02012025 Davis to San Jose | 7:30 PM | $40 | 1 seat
280,"#ride01212025 Oakland to Davis  leaving 1:10 PM
flexible time"
281,#ride10012024 Need a ride Palo Alto ➜ Davis. Budget $20-28
282,#drive08212025 San Francisco to Palo Alto | 9:20 PM | $25 | 1 seat
283,#drive04122025  DRIVE!!  Oakland-Sacramento  11AM  $15
284,#drive09032024 San Francisco-Berkeley | 8:40 PM | $12 | 1 seat
285,#drive07142025 Need a drive San Jose ➜ Berkeley. Budget $40 pls
286,#drive02032025 #drive02062025 Need a drive Sunnyvale -> Berkeley. Budget
287,#drive05072025  #drive05082025  DRIVE!!  Sac  ->  Berkeley  10:30  PM  $20
288,#drive10082025 Oakland ➜ Sunnyvale $10 leaving 8PM
289,#ride02092025 Need a ride from San Jose to Palo Alto. Budget $35
290,Palo Alto to Sunnyvale | 10:50 AM | $15 | 1 seat
291,"#drive08112024 Sunnyvale to Sacramento 10 dollars leaving 5PM
comment below"
292,#drive09012025 Need a drive Oakland-Sac. Budget $40 🚗
293,#ride02252025 RIDE!! Davis to Sunnyvale 9PM $12
294,#drive05182024  Davis  ->  Berkeley    leaving  1:50  PM
295,"#drive04072025 from PaloA lto to Fremont | 4PM |  | 1 seat
anyone?"
296,#drive01302025 #drive02012025 San Jose ➜ Sacramento $22 leaving 8:50 PM
297,#ride05132025  Need  a  ride  Palo  Alto  ➜  Davis.  Budget  $25
298,#drive03092025 Palo Alto to Davis $10 leaving 10:45 AM
299,#ride03312024 #ride04072024 RIDE!! Palo Alto-Sacramento 5:20 PM $22 !!
300,#drive09282025 Need a drive Fremont -> uSnnyvale. Budget 10 dollars
301,#drive02282024 Need a drive San Jose -> SF. Budget $22
302,#ride09162024 Sunnyvale -> Davis leaving 5PM flexible time
303,#ride01262025 from Oakland to Fremont | 8PM | $10 | 1 seat
304,"#ride09222025 RIDE!! San Francisco-Sunnyvale 7:10 PM $203-0
anyone?"
305,#drive01042024 Palo Alto-San Jose  leaving 4:50 PM
306,#drive09252024  Need  a  drive  from  San  Jose  to  Sunnyvale.  Budget
307,#ride02072025 Oakland ➜ Sacramento $40 leaving 9AM
308,#drive01042025 Need a drive from Sunnyvale to Davis. Budget $18-26 😊
309,Need a ride Davis-Palo Alto. Budget $30
310,#drive06182025 Need a drive from Sacramento to Oakland. Budget $30 thx
311,"#ride02192024 Palo Alto to San Jose $10 leaving 6PM
anyone?"
312,#ride01042025 Oakland-Davis $30 leaving 7AM 😊
313,#ride10302025  Need  a  ride  San  Jose  ->  Sacramento.  Budget  $15
314,#ride11102024 Sac ➜ Berkeley 40 dollars leaving 12PM
315,#drive06172024 from Davis to Fremont | 10:20 PM | $20 | 1 seat
316,#ride06012024 Palo Alto-Fremont | 1:30 PM | $40 | 1 seat
317,#drive05302025 San Francisco -> San Jose | 7PM | $12 | 1 seat 🚗
318,"#ride05052024 Need a ride Sacramento to Oakland. Budget pls
comment below"
319,#drive40052024 Need a drive Fremont ➜ San Francisco. Budget 15 dollars
320,#drive09282025 Palo Alto-Fremont $40 leaving 8:30 PM
321,Palo Alto to Oakland | 12:45 PM | $35 | 1 seta
322,#ride03072024 RIDE!! Fremont ➜ Palo Alto 8:45 PM $30 !!
323,#ride0110202 5#ride01122025 Davis -> San Jose $10 leaving 2PM
324,"#ride06052025 from Sunnyvale to Fremont  leaving 8AM
flexible time"
325,#ride10132024 RIDE!! Davis -> SF 8:30 PM $30 😊
326,#drive07112025 DRIVE!! Davis-San Jose 9:40 PM $20-25
327,#drive05292025 from Oakland to Berkeley $30 leaving 1PM
328,#drive09052025 #drive09082025 from Oakland to Fremont 20 dollars leaving 5:20 PM
329,#ride09302024 Need a ride Fremont ➜ Sunnyvale. Budget 🚗
330,#ride12052025 RIDE!! Palo Alto ➜ Sunnyvale 6:40 AM $12-17 pls
331,#drive05302025 DRIVE!! Daivs to Sacramento 10:20 AM $35
332,#ride11192024 Palo Alto ➜ Fremont $30 leaving 12:15 PM
333,#drive06112025 Sacramento-SJ $18 leaving 1:30 PM
334,"#drive05072025 DRIVE!! Berkeley ➜ San Jose 4PM $40 pls
anyone?"
335,#ride07122025 Palo Alto -> San Jose  leaving 8AM !!
336,#ride07112024  Sacramento  ➜  SF  |  6PM  |  $10-20  |  1  seat  thx
337,#ride10092024 from San Jose to Sacramento | 12:30 PM | 40 dollars | 1 seat
338,#ride10062025 Sunnyvale -> San Francisco | 10:20 AM | $35 | 1 seat
339,#ride01172024 Need a ride Oakland ➜ San Francisco. Budget 12 dollars
340,#drive12232024 Need a drive Sunnyvale to Fremont. Budget $12
341,#drive11082025  #drive11152025  Need  a  drive  San  Francisco-Palo  Alto.  Budget  20  dollars
342,#drive04152024 DRIVE!! Oakland to Sunnyvale 9:40 AM $30
343,#drive01292024  San  Francisco  ➜  Sacramento  $20  leaving  9AM  🚗
344,#drive12032025 DRIVE!! Palo Alto-San Jose 6:30 AM $18 thx
345,#drive08202025 San Jose ➜ Oakland | 5:40 PM | $18 | 1 seat thx
346,"#ride02262024 Need a ride Berkeley-Oakland. Budget $22-30
comment below"
347,#drive02262024 Need a drive Oakland to San Francisco. Budget 😊
348,#drive02202025 #drive02212025 DRIVE!! from Palo Alto to Sunnyvale 6PM $35
349,#drive01082025 DRIVE!! Palo Alto ➜ Fremont 6PM $10
350,#drive08222025 #drive08252025 Need a drive Davis -> Berkeley. Budget $18
351,#drive03082024 Oakland-Davis $18-28 leaving 7:50 PM
352,#drive06222024 Oakland-San Francisco | 1:45 PM | $25-35 | 1 seat
353,#ride07122024 RIDE!! Fremont to Berkeley 6:00 PM $18
354,#drive12252024 Need a drive Palo Alto -> San Jose. Budget $25-33
355,#ride12082024 Need a ride San Jose to Davis. Budget $30-35 flexible time
356,#driv1e0022025  Davis  to  Sacramento  $12  leaving  9PM
357,#drive04232024  from  Berkeley  to  San  Jose  $25-35  leaving  9:20  PM
358,"#drive01292024 Need a drive SF-Sac. Budget $25
comment below"
359,#ride06272025 Palo Alto-Sunnyvale $40 leaving 2PM
360,#ride03012024  Need  a  ride  from  San  Francisco  to  Sacramento.  Budget  $20
361,#ride04012024 San Jose ➜ Davis | 10:20 AM | 18 dollars | 1 seat
362,#ride01092025 Need a ride Palo Alto ➜ San Francisco. Budget $15
363,#ride10092024  #ride10122024  RIDE!!  Davis  ->  Palo  Alto  8:45  AM  $20
364,#drive02112024 Fremont ➜ Sacramento $40 leaving 7:40 AM pls
365,#ride11042024  Need  a  ride  San  Jose  ➜  Davis.  Budget  $15  🚗
366,"#drive09132025 Sacramento ➜ Sunnyvale | 9AM |  | 1 seat
comment below"
367,#ride03192025 RIDE!! Davis-Berkeley 2PM $22 🚗
368,#ride09212025 Davis to Palo Alto | 2:20 PM | $10-15 | 1 seat
369,"#ride07172025 RIDE!! San Francisoc -> Oakland 9PM
flexible time"
370,#ride12222024 Need a ride San Jose -> San Francisco. Budget 30 dollars
371,#ride03112024 Need a ride Sac -> San Jose. Budget $12
372,#ride04262025 RIDE!! Sunnyvale -> Davis 6:00 AM 🚗
